topo_id,topo_name,width_id,width_desc,L,R,op,bf_prob,fn_prob,state,risk_score,match
4-1,"왼쪽공유,L넓음",M,medium,"[3,12]","[3,7]",==,0.1,0.1,warning,9.6,PASS
4-1,"왼쪽공유,L넓음",M,medium,"[3,12]","[3,7]",!=,0.9,0.9,warning,7.0,PASS
4-1,"왼쪽공유,L넓음",M,medium,"[3,12]","[3,7]",in,0.5,0.5,warning,5.0,PASS
4-1,"왼쪽공유,L넓음",M,medium,"[3,12]","[3,7]",not in,0.5,0.5,warning,5.0,PASS
4-1,"왼쪽공유,L넓음",L,large,"[0,50]","[0,20]",>,0.784,0.784,warning,4.1,PASS
4-1,"왼쪽공유,L넓음",L,large,"[0,50]","[0,20]",>=,0.804,0.804,warning,4.0,PASS
4-1,"왼쪽공유,L넓음",L,large,"[0,50]","[0,20]",<,0.196,0.196,warning,6.0,PASS
4-1,"왼쪽공유,L넓음",L,large,"[0,50]","[0,20]",<=,0.216,0.216,warning,5.9,PASS
4-1,"왼쪽공유,L넓음",L,large,"[0,50]","[0,20]",==,0.02,0.02,warning,9.8,PASS
4-1,"왼쪽공유,L넓음",L,large,"[0,50]","[0,20]",!=,0.98,0.98,warning,6.8,PASS
4-1,"왼쪽공유,L넓음",L,large,"[0,50]","[0,20]",in,0.412,0.412,warning,5.3,PASS
4-1,"왼쪽공유,L넓음",L,large,"[0,50]","[0,20]",not in,0.588,0.588,warning,4.7,PASS
4-1,"왼쪽공유,L넓음",AL,asym-L,"[0,50]","[0,2]",>,0.961,0.961,warning,3.5,PASS
4-1,"왼쪽공유,L넓음",AL,asym-L,"[0,50]","[0,2]",>=,0.98,0.98,warning,3.5,PASS
4-1,"왼쪽공유,L넓음",AL,asym-L,"[0,50]","[0,2]",<,0.02,0.02,warning,6.5,PASS
4-1,"왼쪽공유,L넓음",AL,asym-L,"[0,50]","[0,2]",<=,0.039,0.039,warning,6.5,PASS
4-1,"왼쪽공유,L넓음",AL,asym-L,"[0,50]","[0,2]",==,0.02,0.02,warning,9.8,PASS
4-1,"왼쪽공유,L넓음",AL,asym-L,"[0,50]","[0,2]",!=,0.98,0.98,warning,6.8,PASS
4-1,"왼쪽공유,L넓음",AL,asym-L,"[0,50]","[0,2]",in,0.059,0.059,warning,6.4,PASS
4-1,"왼쪽공유,L넓음",AL,asym-L,"[0,50]","[0,2]",not in,0.941,0.941,warning,3.6,PASS
4-1,"왼쪽공유,L넓음",AR,asym-R,"[5,12]","[5,10]",>,0.562,0.562,warning,4.8,PASS
4-1,"왼쪽공유,L넓음",AR,asym-R,"[5,12]","[5,10]",>=,0.688,0.688,warning,4.4,PASS
4-1,"왼쪽공유,L넓음",AR,asym-R,"[5,12]","[5,10]",<,0.312,0.312,warning,5.6,PASS
4-1,"왼쪽공유,L넓음",AR,asym-R,"[5,12]","[5,10]",<=,0.438,0.438,warning,5.2,PASS
4-1,"왼쪽공유,L넓음",AR,asym-R,"[5,12]","[5,10]",==,0.125,0.125,warning,9.5,PASS
4-1,"왼쪽공유,L넓음",AR,asym-R,"[5,12]","[5,10]",!=,0.875,0.875,warning,7.1,PASS
4-1,"왼쪽공유,L넓음",AR,asym-R,"[5,12]","[5,10]",in,0.75,0.75,warning,4.2,PASS
4-1,"왼쪽공유,L넓음",AR,asym-R,"[5,12]","[5,10]",not in,0.25,0.25,warning,5.8,PASS
4-2,"왼쪽공유,R넓음",S,small,"[3,4]","[3,6]",>,0.125,0.125,warning,6.2,PASS
4-2,"왼쪽공유,R넓음",S,small,"[3,4]","[3,6]",>=,0.375,0.375,warning,5.4,PASS
4-2,"왼쪽공유,R넓음",S,small,"[3,4]","[3,6]",<,0.625,0.625,warning,4.6,PASS
4-2,"왼쪽공유,R넓음",S,small,"[3,4]","[3,6]",<=,0.875,0.875,warning,3.8,PASS
4-2,"왼쪽공유,R넓음",S,small,"[3,4]","[3,6]",==,0.25,0.25,warning,9.1,PASS
4-2,"왼쪽공유,R넓음",S,small,"[3,4]","[3,6]",!=,0.75,0.75,warning,7.5,PASS
4-2,"왼쪽공유,R넓음",S,small,"[3,4]","[3,6]",in,1.0,1.0,satisfied,0.0,PASS
4-2,"왼쪽공유,R넓음",S,small,"[3,4]","[3,6]",not in,0.0,0.0,violated,10.0,PASS
4-2,"왼쪽공유,R넓음",M,medium,"[3,7]","[3,12]",>,0.2,0.2,warning,6.0,PASS
4-2,"왼쪽공유,R넓음",M,medium,"[3,7]","[3,12]",>=,0.3,0.3,warning,5.6,PASS
4-2,"왼쪽공유,R넓음",M,medium,"[3,7]","[3,12]",<,0.7,0.7,warning,4.4,PASS
4-2,"왼쪽공유,R넓음",M,medium,"[3,7]","[3,12]",<=,0.8,0.8,warning,4.0,PASS
4-2,"왼쪽공유,R넓음",M,medium,"[3,7]","[3,12]",==,0.1,0.1,warning,9.6,PASS
4-2,"왼쪽공유,R넓음",M,medium,"[3,7]","[3,12]",!=,0.9,0.9,warning,7.0,PASS
4-2,"왼쪽공유,R넓음",M,medium,"[3,7]","[3,12]",in,1.0,1.0,satisfied,0.0,PASS
4-2,"왼쪽공유,R넓음",M,medium,"[3,7]","[3,12]",not in,0.0,0.0,violated,10.0,PASS
4-2,"왼쪽공유,R넓음",L,large,"[0,20]","[0,50]",>,0.196,0.196,warning,6.0,PASS
4-2,"왼쪽공유,R넓음",L,large,"[0,20]","[0,50]",>=,0.216,0.216,warning,5.9,PASS
4-2,"왼쪽공유,R넓음",L,large,"[0,20]","[0,50]",<,0.784,0.784,warning,4.1,PASS
4-2,"왼쪽공유,R넓음",L,large,"[0,20]","[0,50]",<=,0.804,0.804,warning,4.0,PASS
4-2,"왼쪽공유,R넓음",L,large,"[0,20]","[0,50]",==,0.02,0.02,warning,9.8,PASS
4-2,"왼쪽공유,R넓음",L,large,"[0,20]","[0,50]",!=,0.98,0.98,warning,6.8,PASS
4-2,"왼쪽공유,R넓음",L,large,"[0,20]","[0,50]",in,1.0,1.0,satisfied,0.0,PASS
4-2,"왼쪽공유,R넓음",L,large,"[0,20]","[0,50]",not in,0.0,0.0,violated,10.0,PASS
4-2,"왼쪽공유,R넓음",AL,asym-L,"[5,10]","[5,12]",>,0.312,0.312,warning,5.6,PASS
4-2,"왼쪽공유,R넓음",AL,asym-L,"[5,10]","[5,12]",>=,0.438,0.438,warning,5.2,PASS
4-2,"왼쪽공유,R넓음",AL,asym-L,"[5,10]","[5,12]",<,0.562,0.562,warning,4.8,PASS
4-2,"왼쪽공유,R넓음",AL,asym-L,"[5,10]","[5,12]",<=,0.688,0.688,warning,4.4,PASS
4-2,"왼쪽공유,R넓음",AL,asym-L,"[5,10]","[5,12]",==,0.125,0.125,warning,9.5,PASS
4-2,"왼쪽공유,R넓음",AL,asym-L,"[5,10]","[5,12]",!=,0.875,0.875,warning,7.1,PASS
4-2,"왼쪽공유,R넓음",AL,asym-L,"[5,10]","[5,12]",in,1.0,1.0,satisfied,0.0,PASS
4-2,"왼쪽공유,R넓음",AL,asym-L,"[5,10]","[5,12]",not in,0.0,0.0,violated,10.0,PASS
4-2,"왼쪽공유,R넓음",AR,asym-R,"[0,2]","[0,50]",>,0.02,0.02,warning,6.5,PASS
4-2,"왼쪽공유,R넓음",AR,asym-R,"[0,2]","[0,50]",>=,0.039,0.039,warning,6.5,PASS
4-2,"왼쪽공유,R넓음",AR,asym-R,"[0,2]","[0,50]",<,0.961,0.961,warning,3.5,PASS
4-2,"왼쪽공유,R넓음",AR,asym-R,"[0,2]","[0,50]",<=,0.98,0.98,warning,3.5,PASS
4-2,"왼쪽공유,R넓음",AR,asym-R,"[0,2]","[0,50]",==,0.02,0.02,warning,9.8,PASS
4-2,"왼쪽공유,R넓음",AR,asym-R,"[0,2]","[0,50]",!=,0.98,0.98,warning,6.8,PASS
4-2,"왼쪽공유,R넓음",AR,asym-R,"[0,2]","[0,50]",in,1.0,1.0,satisfied,0.0,PASS
4-2,"왼쪽공유,R넓음",AR,asym-R,"[0,2]","[0,50]",not in,0.0,0.0,violated,10.0,PASS
5-1,"오른쪽공유,L넓음",S,small,"[2,6]","[4,6]",>,0.2,0.2,warning,6.0,PASS
5-1,"오른쪽공유,L넓음",S,small,"[2,6]","[4,6]",>=,0.4,0.4,warning,5.3,PASS
5-1,"오른쪽공유,L넓음",S,small,"[2,6]","[4,6]",<,0.6,0.6,warning,4.7,PASS
5-1,"오른쪽공유,L넓음",S,small,"[2,6]","[4,6]",<=,0.8,0.8,warning,4.0,PASS
5-1,"오른쪽공유,L넓음",S,small,"[2,6]","[4,6]",==,0.2,0.2,warning,9.3,PASS
5-1,"오른쪽공유,L넓음",S,small,"[2,6]","[4,6]",!=,0.8,0.8,warning,7.3,PASS
5-1,"오른쪽공유,L넓음",S,small,"[2,6]","[4,6]",in,0.6,0.6,warning,4.7,PASS
5-1,"오른쪽공유,L넓음",S,small,"[2,6]","[4,6]",not in,0.4,0.4,warning,5.3,PASS
5-1,"오른쪽공유,L넓음",M,medium,"[0,10]","[5,10]",>,0.227,0.227,warning,5.9,PASS
5-1,"오른쪽공유,L넓음",M,medium,"[0,10]","[5,10]",>=,0.318,0.318,warning,5.6,PASS
5-1,"오른쪽공유,L넓음",M,medium,"[0,10]","[5,10]",<,0.682,0.682,warning,4.4,PASS
5-1,"오른쪽공유,L넓음",M,medium,"[0,10]","[5,10]",<=,0.773,0.773,warning,4.1,PASS
5-1,"오른쪽공유,L넓음",M,medium,"[0,10]","[5,10]",==,0.091,0.091,warning,9.6,PASS
5-1,"오른쪽공유,L넓음",M,medium,"[0,10]","[5,10]",!=,0.909,0.909,warning,7.0,PASS
5-1,"오른쪽공유,L넓음",M,medium,"[0,10]","[5,10]",in,0.545,0.545,warning,4.9,PASS
5-1,"오른쪽공유,L넓음",M,medium,"[0,10]","[5,10]",not in,0.455,0.455,warning,5.1,PASS
5-1,"오른쪽공유,L넓음",L,large,"[0,50]","[20,50]",>,0.294,0.294,warning,5.7,PASS
5-1,"오른쪽공유,L넓음",L,large,"[0,50]","[20,50]",>=,0.314,0.314,warning,5.6,PASS
5-1,"오른쪽공유,L넓음",L,large,"[0,50]","[20,50]",<,0.686,0.686,warning,4.4,PASS
5-1,"오른쪽공유,L넓음",L,large,"[0,50]","[20,50]",<=,0.706,0.706,warning,4.3,PASS
5-1,"오른쪽공유,L넓음",L,large,"[0,50]","[20,50]",==,0.02,0.02,warning,9.8,PASS
5-1,"오른쪽공유,L넓음",L,large,"[0,50]","[20,50]",!=,0.98,0.98,warning,6.8,PASS
5-1,"오른쪽공유,L넓음",L,large,"[0,50]","[20,50]",in,0.608,0.608,warning,4.7,PASS
5-1,"오른쪽공유,L넓음",L,large,"[0,50]","[20,50]",not in,0.392,0.392,warning,5.3,PASS
5-1,"오른쪽공유,L넓음",AL,asym-L,"[0,50]","[48,50]",>,0.02,0.02,warning,6.5,PASS
5-1,"오른쪽공유,L넓음",AL,asym-L,"[0,50]","[48,50]",>=,0.039,0.039,warning,6.5,PASS
5-1,"오른쪽공유,L넓음",AL,asym-L,"[0,50]","[48,50]",<,0.961,0.961,warning,3.5,PASS
5-1,"오른쪽공유,L넓음",AL,asym-L,"[0,50]","[48,50]",<=,0.98,0.98,warning,3.5,PASS
5-1,"오른쪽공유,L넓음",AL,asym-L,"[0,50]","[48,50]",==,0.02,0.02,warning,9.8,PASS
5-1,"오른쪽공유,L넓음",AL,asym-L,"[0,50]","[48,50]",!=,0.98,0.98,warning,6.8,PASS
5-1,"오른쪽공유,L넓음",AL,asym-L,"[0,50]","[48,50]",in,0.059,0.059,warning,6.4,PASS
5-1,"오른쪽공유,L넓음",AL,asym-L,"[0,50]","[48,50]",not in,0.941,0.941,warning,3.6,PASS
5-1,"오른쪽공유,L넓음",AR,asym-R,"[8,12]","[10,12]",>,0.2,0.2,warning,6.0,PASS
5-1,"오른쪽공유,L넓음",AR,asym-R,"[8,12]","[10,12]",>=,0.4,0.4,warning,5.3,PASS
5-1,"오른쪽공유,L넓음",AR,asym-R,"[8,12]","[10,12]",<,0.6,0.6,warning,4.7,PASS
5-1,"오른쪽공유,L넓음",AR,asym-R,"[8,12]","[10,12]",<=,0.8,0.8,warning,4.0,PASS
5-1,"오른쪽공유,L넓음",AR,asym-R,"[8,12]","[10,12]",==,0.2,0.2,warning,9.3,PASS
5-1,"오른쪽공유,L넓음",AR,asym-R,"[8,12]","[10,12]",!=,0.8,0.8,warning,7.3,PASS
5-1,"오른쪽공유,L넓음",AR,asym-R,"[8,12]","[10,12]",in,0.6,0.6,warning,4.7,PASS
5-1,"오른쪽공유,L넓음",AR,asym-R,"[8,12]","[10,12]",not in,0.4,0.4,warning,5.3,PASS
5-2,"오른쪽공유,R넓음",S,small,"[4,6]","[2,6]",>,0.6,0.6,warning,4.7,PASS
5-2,"오른쪽공유,R넓음",S,small,"[4,6]","[2,6]",>=,0.8,0.8,warning,4.0,PASS
5-2,"오른쪽공유,R넓음",S,small,"[4,6]","[2,6]",<,0.2,0.2,warning,6.0,PASS
5-2,"오른쪽공유,R넓음",S,small,"[4,6]","[2,6]",<=,0.4,0.4,warning,5.3,PASS
5-2,"오른쪽공유,R넓음",S,small,"[4,6]","[2,6]",==,0.2,0.2,warning,9.3,PASS
5-2,"오른쪽공유,R넓음",S,small,"[4,6]","[2,6]",!=,0.8,0.8,warning,7.3,PASS
5-2,"오른쪽공유,R넓음",S,small,"[4,6]","[2,6]",in,1.0,1.0,satisfied,0.0,PASS
5-2,"오른쪽공유,R넓음",S,small,"[4,6]","[2,6]",not in,0.0,0.0,violated,10.0,PASS
5-2,"오른쪽공유,R넓음",M,medium,"[5,10]","[0,10]",>,0.682,0.682,warning,4.4,PASS
5-2,"오른쪽공유,R넓음",M,medium,"[5,10]","[0,10]",>=,0.773,0.773,warning,4.1,PASS
5-2,"오른쪽공유,R넓음",M,medium,"[5,10]","[0,10]",<,0.227,0.227,warning,5.9,PASS
5-2,"오른쪽공유,R넓음",M,medium,"[5,10]","[0,10]",<=,0.318,0.318,warning,5.6,PASS
5-2,"오른쪽공유,R넓음",M,medium,"[5,10]","[0,10]",==,0.091,0.091,warning,9.6,PASS
5-2,"오른쪽공유,R넓음",M,medium,"[5,10]","[0,10]",!=,0.909,0.909,warning,7.0,PASS
5-2,"오른쪽공유,R넓음",M,medium,"[5,10]","[0,10]",in,1.0,1.0,satisfied,0.0,PASS
5-2,"오른쪽공유,R넓음",M,medium,"[5,10]","[0,10]",not in,0.0,0.0,violated,10.0,PASS
5-2,"오른쪽공유,R넓음",L,large,"[20,50]","[0,50]",>,0.686,0.686,warning,4.4,PASS
5-2,"오른쪽공유,R넓음",L,large,"[20,50]","[0,50]",>=,0.706,0.706,warning,4.3,PASS
5-2,"오른쪽공유,R넓음",L,large,"[20,50]","[0,50]",<,0.294,0.294,warning,5.7,PASS
5-2,"오른쪽공유,R넓음",L,large,"[20,50]","[0,50]",<=,0.314,0.314,warning,5.6,PASS
5-2,"오른쪽공유,R넓음",L,large,"[20,50]","[0,50]",==,0.02,0.02,warning,9.8,PASS
5-2,"오른쪽공유,R넓음",L,large,"[20,50]","[0,50]",!=,0.98,0.98,warning,6.8,PASS
5-2,"오른쪽공유,R넓음",L,large,"[20,50]","[0,50]",in,1.0,1.0,satisfied,0.0,PASS
5-2,"오른쪽공유,R넓음",L,large,"[20,50]","[0,50]",not in,0.0,0.0,violated,10.0,PASS
5-2,"오른쪽공유,R넓음",AL,asym-L,"[40,50]","[38,50]",>,0.538,0.538,warning,4.9,PASS
5-2,"오른쪽공유,R넓음",AL,asym-L,"[40,50]","[38,50]",>=,0.615,0.615,warning,4.6,PASS
5-2,"오른쪽공유,R넓음",AL,asym-L,"[40,50]","[38,50]",<,0.385,0.385,warning,5.4,PASS
5-2,"오른쪽공유,R넓음",AL,asym-L,"[40,50]","[38,50]",<=,0.462,0.462,warning,5.1,PASS
5-2,"오른쪽공유,R넓음",AL,asym-L,"[40,50]","[38,50]",==,0.077,0.077,warning,9.7,PASS
5-2,"오른쪽공유,R넓음",AL,asym-L,"[40,50]","[38,50]",!=,0.923,0.923,warning,6.9,PASS
5-2,"오른쪽공유,R넓음",AL,asym-L,"[40,50]","[38,50]",in,1.0,1.0,satisfied,0.0,PASS
5-2,"오른쪽공유,R넓음",AL,asym-L,"[40,50]","[38,50]",not in,0.0,0.0,violated,10.0,PASS
5-2,"오른쪽공유,R넓음",AR,asym-R,"[48,50]","[0,50]",>,0.961,0.961,warning,3.5,PASS
5-2,"오른쪽공유,R넓음",AR,asym-R,"[48,50]","[0,50]",>=,0.98,0.98,warning,3.5,PASS
5-2,"오른쪽공유,R넓음",AR,asym-R,"[48,50]","[0,50]",<,0.02,0.02,warning,6.5,PASS
5-2,"오른쪽공유,R넓음",AR,asym-R,"[48,50]","[0,50]",<=,0.039,0.039,warning,6.5,PASS
5-2,"오른쪽공유,R넓음",AR,asym-R,"[48,50]","[0,50]",==,0.02,0.02,warning,9.8,PASS
5-2,"오른쪽공유,R넓음",AR,asym-R,"[48,50]","[0,50]",!=,0.98,0.98,warning,6.8,PASS
5-2,"오른쪽공유,R넓음",AR,asym-R,"[48,50]","[0,50]",in,1.0,1.0,satisfied,0.0,PASS
5-2,"오른쪽공유,R넓음",AR,asym-R,"[48,50]","[0,50]",not in,0.0,0.0,violated,10.0,PASS
6,완전동일,S,small,"[5,7]","[5,7]",>,0.333,0.333,warning,5.5,PASS
6,완전동일,S,small,"[5,7]","[5,7]",>=,0.667,0.667,warning,4.5,PASS
6,완전동일,S,small,"[5,7]","[5,7]",<,0.333,0.333,warning,5.5,PASS
6,완전동일,S,small,"[5,7]","[5,7]",<=,0.667,0.667,warning,4.5,PASS
6,완전동일,S,small,"[5,7]","[5,7]",==,0.333,0.333,warning,8.8,PASS
6,완전동일,S,small,"[5,7]","[5,7]",!=,0.667,0.667,warning,7.8,PASS
6,완전동일,S,small,"[5,7]","[5,7]",in,1.0,1.0,satisfied,0.0,PASS
6,완전동일,S,small,"[5,7]","[5,7]",not in,0.0,0.0,violated,10.0,PASS
6,완전동일,M,medium,"[3,12]","[3,12]",>,0.45,0.45,warning,5.2,PASS
6,완전동일,M,medium,"[3,12]","[3,12]",>=,0.55,0.55,warning,4.8,PASS
6,완전동일,M,medium,"[3,12]","[3,12]",<,0.45,0.45,warning,5.2,PASS
6,완전동일,M,medium,"[3,12]","[3,12]",<=,0.55,0.55,warning,4.8,PASS
6,완전동일,M,medium,"[3,12]","[3,12]",==,0.1,0.1,warning,9.6,PASS
6,완전동일,M,medium,"[3,12]","[3,12]",!=,0.9,0.9,warning,7.0,PASS
6,완전동일,M,medium,"[3,12]","[3,12]",in,1.0,1.0,satisfied,0.0,PASS
6,완전동일,M,medium,"[3,12]","[3,12]",not in,0.0,0.0,violated,10.0,PASS
6,완전동일,L,large,"[0,50]","[0,50]",>,0.49,0.49,warning,5.0,PASS
6,완전동일,L,large,"[0,50]","[0,50]",>=,0.51,0.51,warning,5.0,PASS
6,완전동일,L,large,"[0,50]","[0,50]",<,0.49,0.49,warning,5.0,PASS
6,완전동일,L,large,"[0,50]","[0,50]",<=,0.51,0.51,warning,5.0,PASS
6,완전동일,L,large,"[0,50]","[0,50]",==,0.02,0.02,warning,9.8,PASS
6,완전동일,L,large,"[0,50]","[0,50]",!=,0.98,0.98,warning,6.8,PASS
6,완전동일,L,large,"[0,50]","[0,50]",in,1.0,1.0,satisfied,0.0,PASS
6,완전동일,L,large,"[0,50]","[0,50]",not in,0.0,0.0,violated,10.0,PASS
6,완전동일,P1,point,"[10,10]","[10,10]",>,0.0,0.0,violated,10.0,PASS
6,완전동일,P1,point,"[10,10]","[10,10]",>=,1.0,1.0,satisfied,0.0,PASS
6,완전동일,P1,point,"[10,10]","[10,10]",<,0.0,0.0,violated,10.0,PASS
6,완전동일,P1,point,"[10,10]","[10,10]",<=,1.0,1.0,satisfied,0.0,PASS
6,완전동일,P1,point,"[10,10]","[10,10]",==,1.0,1.0,satisfied,0.0,PASS
6,완전동일,P1,point,"[10,10]","[10,10]",!=,0.0,0.0,violated,10.0,PASS
6,완전동일,P1,point,"[10,10]","[10,10]",in,1.0,1.0,satisfied,0.0,PASS
6,완전동일,P1,point,"[10,10]","[10,10]",not in,0.0,0.0,violated,10.0,PASS
6,완전동일,P2,point-2,"[0,0]","[0,0]",>,0.0,0.0,violated,10.0,PASS
6,완전동일,P2,point-2,"[0,0]","[0,0]",>=,1.0,1.0,satisfied,0.0,PASS
6,완전동일,P2,point-2,"[0,0]","[0,0]",<,0.0,0.0,violated,10.0,PASS
6,완전동일,P2,point-2,"[0,0]","[0,0]",<=,1.0,1.0,satisfied,0.0,PASS
6,완전동일,P2,point-2,"[0,0]","[0,0]",==,1.0,1.0,satisfied,0.0,PASS
6,완전동일,P2,point-2,"[0,0]","[0,0]",!=,0.0,0.0,violated,10.0,PASS
6,완전동일,P2,point-2,"[0,0]","[0,0]",in,1.0,1.0,satisfied,0.0,PASS
6,완전동일,P2,point-2,"[0,0]","[0,0]",not in,0.0,0.0,violated,10.0,PASS
